date,time,title,speaker,type
SynEVO: A neuro-inspired spatiotemporal evolutional framework for cross-domain adaptation,N/A,SynEVO: A neuro-inspired spatiotemporal evolutional framework for cross-domain adaptation,N/A,N/A
MindLLM: A Subject-Agnostic and Versatile Model for fMRI-to-text Decoding,N/A,MindLLM: A Subject-Agnostic and Versatile Model for fMRI-to-text Decoding,N/A,N/A
High-Fidelity Simultaneous Speech-To-Speech Translation,N/A,High-Fidelity Simultaneous Speech-To-Speech Translation,N/A,N/A
Adaptive Elicitation of Latent Information Using Natural Language,N/A,Adaptive Elicitation of Latent Information Using Natural Language,N/A,N/A
A Variational Framework for Improving Naturalness in Generative Spoken Language Models,N/A,A Variational Framework for Improving Naturalness in Generative Spoken Language Models,N/A,N/A
Synthesizing Privacy-Preserving Text Data via Finetuning *without* Finetuning Billion-Scale LLMs,N/A,Synthesizing Privacy-Preserving Text Data via Finetuning *without* Finetuning Billion-Scale LLMs,N/A,N/A
Emotional Face-to-Speech,N/A,Emotional Face-to-Speech,N/A,N/A
CoSER: Coordinating LLM-Based Persona Simulation of Established Roles,N/A,CoSER: Coordinating LLM-Based Persona Simulation of Established Roles,N/A,N/A
Learning from others' mistakes: Finetuning machine translation models with span-level error annotations,N/A,Learning from others' mistakes: Finetuning machine translation models with span-level error annotations,N/A,N/A
Sortformer: A Novel Approach for Permutation-Resolved Speaker Supervision in Speech-to-Text Systems,N/A,Sortformer: A Novel Approach for Permutation-Resolved Speaker Supervision in Speech-to-Text Systems,N/A,N/A
Long-Form Speech Generation with Spoken Language Models,N/A,Long-Form Speech Generation with Spoken Language Models,N/A,N/A
"From Mechanistic Interpretability to Mechanistic Biology: Training, Evaluating, and Interpreting Sparse Autoencoders on Protein Language Models",N/A,"From Mechanistic Interpretability to Mechanistic Biology: Training, Evaluating, and Interpreting Sparse Autoencoders on Protein Language Models",N/A,N/A
Boosting Masked ECG-Text Auto-Encoders as Discriminative Learners,N/A,Boosting Masked ECG-Text Auto-Encoders as Discriminative Learners,N/A,N/A
Domain-Adapted Diffusion Model for PROTAC Linker Design Through the Lens of Density Ratio in Chemical Space,N/A,Domain-Adapted Diffusion Model for PROTAC Linker Design Through the Lens of Density Ratio in Chemical Space,N/A,N/A
SUICA: Learning Super-high Dimensional Sparse Implicit Neural Representations for Spatial Transcriptomics,N/A,SUICA: Learning Super-high Dimensional Sparse Implicit Neural Representations for Spatial Transcriptomics,N/A,N/A
DriveGPT: Scaling Autoregressive Behavior Models for Driving,N/A,DriveGPT: Scaling Autoregressive Behavior Models for Driving,N/A,N/A
A Physics-Informed Machine Learning Framework for Safe and Optimal Control of Autonomous Systems,N/A,A Physics-Informed Machine Learning Framework for Safe and Optimal Control of Autonomous Systems,N/A,N/A
DiffusionVLA: Scaling Robot Foundation Models via Unified Diffusion and Autoregression,N/A,DiffusionVLA: Scaling Robot Foundation Models via Unified Diffusion and Autoregression,N/A,N/A
SAM2Act: Integrating Visual Foundation Model with A Memory Architecture for Robotic Manipulation,N/A,SAM2Act: Integrating Visual Foundation Model with A Memory Architecture for Robotic Manipulation,N/A,N/A
Optimizing Social Network Interventions via Hypergradient-Based Recommender System Design,N/A,Optimizing Social Network Interventions via Hypergradient-Based Recommender System Design,N/A,N/A
Causality-Aware Contrastive Learning for Robust Multivariate Time-Series Anomaly Detection,N/A,Causality-Aware Contrastive Learning for Robust Multivariate Time-Series Anomaly Detection,N/A,N/A
Moirai-MoE: Empowering Time Series Foundation Models with Sparse Mixture of Experts,N/A,Moirai-MoE: Empowering Time Series Foundation Models with Sparse Mixture of Experts,N/A,N/A
Exploring Representations and Interventions in Time Series Foundation Models,N/A,Exploring Representations and Interventions in Time Series Foundation Models,N/A,N/A
TimePro: Efficient Multivariate Long-term Time Series Forecasting with Variable- and Time-Aware Hyper-state,N/A,TimePro: Efficient Multivariate Long-term Time Series Forecasting with Variable- and Time-Aware Hyper-state,N/A,N/A
HyperIMTS: Hypergraph Neural Network for Irregular Multivariate Time Series Forecasting,N/A,HyperIMTS: Hypergraph Neural Network for Irregular Multivariate Time Series Forecasting,N/A,N/A
BRIDGE: Bootstrapping Text to Control Time-Series Generation via Multi-Agent Iterative Optimization and Diffusion Modeling,N/A,BRIDGE: Bootstrapping Text to Control Time-Series Generation via Multi-Agent Iterative Optimization and Diffusion Modeling,N/A,N/A
Latent Variable Estimation in Bayesian Black-Litterman Models,N/A,Latent Variable Estimation in Bayesian Black-Litterman Models,N/A,N/A
LineFlow: A Framework to Learn Active Control of Production Lines,N/A,LineFlow: A Framework to Learn Active Control of Production Lines,N/A,N/A
COGNATE: Acceleration of Sparse Tensor Programs on Emerging Hardware using Transfer Learning,N/A,COGNATE: Acceleration of Sparse Tensor Programs on Emerging Hardware using Transfer Learning,N/A,N/A
DiMa: Understanding the Hardness of Online Matching Problems via Diffusion Models,N/A,DiMa: Understanding the Hardness of Online Matching Problems via Diffusion Models,N/A,N/A
Chip Placement with Diffusion Models,N/A,Chip Placement with Diffusion Models,N/A,N/A
NEAR: Neural Electromagnetic Array Response,N/A,NEAR: Neural Electromagnetic Array Response,N/A,N/A
PARQ: Piecewise-Affine Regularized Quantization,N/A,PARQ: Piecewise-Affine Regularized Quantization,N/A,N/A
Aligned Multi Objective Optimization,N/A,Aligned Multi Objective Optimization,N/A,N/A
Towards Understanding Gradient Dynamics of the Sliced-Wasserstein Distance via Critical Point Analysis,N/A,Towards Understanding Gradient Dynamics of the Sliced-Wasserstein Distance via Critical Point Analysis,N/A,N/A
Fast Tensor Completion via Approximate Richardson Iteration,N/A,Fast Tensor Completion via Approximate Richardson Iteration,N/A,N/A
Toward a Unified Theory of Gradient Descent under Generalized Smoothness,N/A,Toward a Unified Theory of Gradient Descent under Generalized Smoothness,N/A,N/A
Online Pre-Training for Offline-to-Online Reinforcement Learning,N/A,Online Pre-Training for Offline-to-Online Reinforcement Learning,N/A,N/A
Enhancing Diversity In Parallel Agents: A Maximum State Entropy Exploration Story,N/A,Enhancing Diversity In Parallel Agents: A Maximum State Entropy Exploration Story,N/A,N/A
SERENA: A Unified Stochastic Recursive Variance Reduced Gradient Framework for Riemannian Non-Convex Optimization,N/A,SERENA: A Unified Stochastic Recursive Variance Reduced Gradient Framework for Riemannian Non-Convex Optimization,N/A,N/A
"EARL-BO: Reinforcement Learning for Multi-Step Lookahead, High-Dimensional Bayesian Optimization",N/A,"EARL-BO: Reinforcement Learning for Multi-Step Lookahead, High-Dimensional Bayesian Optimization",N/A,N/A
Refining Adaptive Zeroth-Order Optimization at Ease,N/A,Refining Adaptive Zeroth-Order Optimization at Ease,N/A,N/A
BARK: A Fully Bayesian Tree Kernel for Black-box Optimization,N/A,BARK: A Fully Bayesian Tree Kernel for Black-box Optimization,N/A,N/A
Provable Benefit of Random Permutations over Uniform Sampling in Stochastic Coordinate Descent,N/A,Provable Benefit of Random Permutations over Uniform Sampling in Stochastic Coordinate Descent,N/A,N/A
A Comprehensive Framework for Analyzing the Convergence of Adam: Bridging the Gap with SGD,N/A,A Comprehensive Framework for Analyzing the Convergence of Adam: Bridging the Gap with SGD,N/A,N/A
The Global Convergence Time of Stochastic Gradient Descent in Non-Convex Landscapes: Sharp Estimates via Large Deviations,N/A,The Global Convergence Time of Stochastic Gradient Descent in Non-Convex Landscapes: Sharp Estimates via Large Deviations,N/A,N/A
Preconditioned Riemannian Gradient Descent Algorithm for Low-Multilinear-Rank Tensor Completion,N/A,Preconditioned Riemannian Gradient Descent Algorithm for Low-Multilinear-Rank Tensor Completion,N/A,N/A
Stochastic Smoothed Primal-Dual Algorithms for Nonconvex Optimization with Linear Inequality Constraints,N/A,Stochastic Smoothed Primal-Dual Algorithms for Nonconvex Optimization with Linear Inequality Constraints,N/A,N/A
Guarantees of a Preconditioned Subgradient Algorithm for Overparameterized Asymmetric Low-rank Matrix Recovery,N/A,Guarantees of a Preconditioned Subgradient Algorithm for Overparameterized Asymmetric Low-rank Matrix Recovery,N/A,N/A
"When, Where and Why to Average Weights?",N/A,"When, Where and Why to Average Weights?",N/A,N/A
Improving Generalization in Federated Learning with Highly Heterogeneous Data via Momentum-Based Stochastic Controlled Weight Averaging,N/A,Improving Generalization in Federated Learning with Highly Heterogeneous Data via Momentum-Based Stochastic Controlled Weight Averaging,N/A,N/A
Shortcut-connected Expert Parallelism for Accelerating Mixture of Experts,N/A,Shortcut-connected Expert Parallelism for Accelerating Mixture of Experts,N/A,N/A
Nesterov Method for Asynchronous Pipeline Parallel Optimization,N/A,Nesterov Method for Asynchronous Pipeline Parallel Optimization,N/A,N/A
Breaking Barriers: Combinatorial Algorithms for Non-Monotone Submodular Maximization with Sublinear Adaptivity and 1/e Approximation,N/A,Breaking Barriers: Combinatorial Algorithms for Non-Monotone Submodular Maximization with Sublinear Adaptivity and 1/e Approximation,N/A,N/A
Edge-Colored Clustering in Hypergraphs: Beyond Minimizing Unsatisfied Edges,N/A,Edge-Colored Clustering in Hypergraphs: Beyond Minimizing Unsatisfied Edges,N/A,N/A
Faster Global Minimum Cut with Predictions,N/A,Faster Global Minimum Cut with Predictions,N/A,N/A
Geometric Algebra Planes: Convex Implicit Neural Volumes,N/A,Geometric Algebra Planes: Convex Implicit Neural Volumes,N/A,N/A
The Sparse-Plus-Low-Rank Quasi-Newton Method for Entropic-Regularized Optimal Transport,N/A,The Sparse-Plus-Low-Rank Quasi-Newton Method for Entropic-Regularized Optimal Transport,N/A,N/A
Scaffold with Stochastic Gradients: New Analysis with Linear Speed-Up,N/A,Scaffold with Stochastic Gradients: New Analysis with Linear Speed-Up,N/A,N/A
Maximum Total Correlation Reinforcement Learning,N/A,Maximum Total Correlation Reinforcement Learning,N/A,N/A
Penalizing Infeasible Actions and Reward Scaling in Reinforcement Learning with Offline Data,N/A,Penalizing Infeasible Actions and Reward Scaling in Reinforcement Learning with Offline Data,N/A,N/A
Score as Action: Fine Tuning Diffusion Generative Models by Continuous-time Reinforcement Learning,N/A,Score as Action: Fine Tuning Diffusion Generative Models by Continuous-time Reinforcement Learning,N/A,N/A
Consensus Based Stochastic Optimal Control,N/A,Consensus Based Stochastic Optimal Control,N/A,N/A
RobustLight: Improving Robustness via Diffusion Reinforcement Learning for Traffic Signal Control,N/A,RobustLight: Improving Robustness via Diffusion Reinforcement Learning for Traffic Signal Control,N/A,N/A
LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models,N/A,LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models,N/A,N/A
Proto Successor Measure: Representing the Behavior Space of an RL Agent,N/A,Proto Successor Measure: Representing the Behavior Space of an RL Agent,N/A,N/A
CLARIFY: Contrastive Preference Reinforcement Learning for Untangling Ambiguous Queries,N/A,CLARIFY: Contrastive Preference Reinforcement Learning for Untangling Ambiguous Queries,N/A,N/A
A Large Recurrent Action Model: xLSTM enables Fast Inference for Robotics Tasks,N/A,A Large Recurrent Action Model: xLSTM enables Fast Inference for Robotics Tasks,N/A,N/A
Flow Q-Learning,N/A,Flow Q-Learning,N/A,N/A
Goal-Oriented Skill Abstraction for Offline Multi-Task Reinforcement Learning,N/A,Goal-Oriented Skill Abstraction for Offline Multi-Task Reinforcement Learning,N/A,N/A
Mastering Massive Multi-Task Reinforcement Learning via Mixture-of-Expert Decision Transformer,N/A,Mastering Massive Multi-Task Reinforcement Learning via Mixture-of-Expert Decision Transformer,N/A,N/A
Hierarchical Reinforcement Learning with Uncertainty-Guided Diffusional Subgoals,N/A,Hierarchical Reinforcement Learning with Uncertainty-Guided Diffusional Subgoals,N/A,N/A
Efficient Skill Discovery via Regret-Aware Optimization,N/A,Efficient Skill Discovery via Regret-Aware Optimization,N/A,N/A
Embedding Safety into RL: A New Take on Trust Region Methods,N/A,Embedding Safety into RL: A New Take on Trust Region Methods,N/A,N/A
DIME: Diffusion-Based Maximum Entropy Reinforcement Learning,N/A,DIME: Diffusion-Based Maximum Entropy Reinforcement Learning,N/A,N/A
Comparing Comparisons: Informative and Easy Human Feedback with Distinguishability Queries,N/A,Comparing Comparisons: Informative and Easy Human Feedback with Distinguishability Queries,N/A,N/A
The Courage to Stop: Overcoming Sunk Cost Fallacy in Deep Reinforcement Learning,N/A,The Courage to Stop: Overcoming Sunk Cost Fallacy in Deep Reinforcement Learning,N/A,N/A
Generalization Analysis for Controllable Learning,N/A,Generalization Analysis for Controllable Learning,N/A,N/A
Graph Attention is Not Always Beneficial: A Theoretical Analysis of Graph Attention Mechanisms via Contextual Stochastic Block Models,N/A,Graph Attention is Not Always Beneficial: A Theoretical Analysis of Graph Attention Mechanisms via Contextual Stochastic Block Models,N/A,N/A
Mastering Multiple-Expert Routing: Realizable H-Consistency and Strong Guarantees for Learning to Defer,N/A,Mastering Multiple-Expert Routing: Realizable H-Consistency and Strong Guarantees for Learning to Defer,N/A,N/A
Learning Configurations for Data-Driven Multi-Objective Optimization,N/A,Learning Configurations for Data-Driven Multi-Objective Optimization,N/A,N/A
Anytime-Constrained Equilibria in Polynomial Time,N/A,Anytime-Constrained Equilibria in Polynomial Time,N/A,N/A
Continuous-Time Analysis of Heavy Ball Momentum in Min-Max Games,N/A,Continuous-Time Analysis of Heavy Ball Momentum in Min-Max Games,N/A,N/A
A Closer Look at Multimodal Representation Collapse,N/A,A Closer Look at Multimodal Representation Collapse,N/A,N/A
"A Theoretical Study of (Hyper) Self-Attention through the Lens of Interactions: Representation, Training, Generalization",N/A,"A Theoretical Study of (Hyper) Self-Attention through the Lens of Interactions: Representation, Training, Generalization",N/A,N/A
Improved Expressivity of Hypergraph Neural Networks through High-Dimensional Generalized Weisfeiler-Leman Algorithms,N/A,Improved Expressivity of Hypergraph Neural Networks through High-Dimensional Generalized Weisfeiler-Leman Algorithms,N/A,N/A
Propagation of Chaos for Mean-Field Langevin Dynamics and its Application to Model Ensemble,N/A,Propagation of Chaos for Mean-Field Langevin Dynamics and its Application to Model Ensemble,N/A,N/A
Universal Length Generalization with Turing Programs,N/A,Universal Length Generalization with Turing Programs,N/A,N/A
Grokking Beyond the Euclidean Norm of Model Parameters,N/A,Grokking Beyond the Euclidean Norm of Model Parameters,N/A,N/A
"Sharp Optimality of Simple, Plug-in Estimation of the Fisher Information of a Smoothed Density",N/A,"Sharp Optimality of Simple, Plug-in Estimation of the Fisher Information of a Smoothed Density",N/A,N/A
Towards Better-than-2 Approximation for Constrained Correlation Clustering,N/A,Towards Better-than-2 Approximation for Constrained Correlation Clustering,N/A,N/A
Sort Before You Prune: Improved Worst-Case Guarantees of the DiskANN Family of Graphs,N/A,Sort Before You Prune: Improved Worst-Case Guarantees of the DiskANN Family of Graphs,N/A,N/A
Empirical Design in Reinforcement Learning,N/A,Empirical Design in Reinforcement Learning,N/A,N/A
Improving the Continuity of Goal-Achievement Ability via Policy Self-Regularization for Goal-Conditioned Reinforcement Learning,N/A,Improving the Continuity of Goal-Achievement Ability via Policy Self-Regularization for Goal-Conditioned Reinforcement Learning,N/A,N/A
Power Mean Estimation in Stochastic Continuous Monte-Carlo Tree Search,N/A,Power Mean Estimation in Stochastic Continuous Monte-Carlo Tree Search,N/A,N/A
Finite-Time Global Optimality Convergence in Deep Neural Actor-Critic Methods for Decentralized Multi-Agent Reinforcement Learning,N/A,Finite-Time Global Optimality Convergence in Deep Neural Actor-Critic Methods for Decentralized Multi-Agent Reinforcement Learning,N/A,N/A
"Sable: a Performant, Efficient and Scalable Sequence Model for MARL",N/A,"Sable: a Performant, Efficient and Scalable Sequence Model for MARL",N/A,N/A
Zero Shot Generalization of Vision-Based RL Without Data Augmentation,N/A,Zero Shot Generalization of Vision-Based RL Without Data Augmentation,N/A,N/A
Efficient Multivariate Robust Mean Estimation Under Mean-Shift Contamination,N/A,Efficient Multivariate Robust Mean Estimation Under Mean-Shift Contamination,N/A,N/A
Understanding the Statistical Accuracy-Communication Trade-off in Personalized Federated Learning with Minimax Guarantees,N/A,Understanding the Statistical Accuracy-Communication Trade-off in Personalized Federated Learning with Minimax Guarantees,N/A,N/A
A Theory for Conditional Generative Modeling on Multiple Data Sources,N/A,A Theory for Conditional Generative Modeling on Multiple Data Sources,N/A,N/A
Provable Efficiency of Guidance in Diffusion Models for General Data Distribution,N/A,Provable Efficiency of Guidance in Diffusion Models for General Data Distribution,N/A,N/A
GL-LowPopArt: A Nearly Instance-Wise Minimax-Optimal Estimator for Generalized Low-Rank Trace Regression,N/A,GL-LowPopArt: A Nearly Instance-Wise Minimax-Optimal Estimator for Generalized Low-Rank Trace Regression,N/A,N/A
Towards Understanding Catastrophic Forgetting in Two-layer Convolutional Neural Networks,N/A,Towards Understanding Catastrophic Forgetting in Two-layer Convolutional Neural Networks,N/A,N/A
A Unified View on Learning Unnormalized Distributions via Noise-Contrastive Estimation,N/A,A Unified View on Learning Unnormalized Distributions via Noise-Contrastive Estimation,N/A,N/A
Grokking at the Edge of Linear Separability,N/A,Grokking at the Edge of Linear Separability,N/A,N/A
Policy-Regret Minimization in Markov Games with Function Approximation,N/A,Policy-Regret Minimization in Markov Games with Function Approximation,N/A,N/A
Nonlinear transformers can perform inference-time feature learning,N/A,Nonlinear transformers can perform inference-time feature learning,N/A,N/A
Constrained Online Convex Optimization with Polyak Feasibility Steps,N/A,Constrained Online Convex Optimization with Polyak Feasibility Steps,N/A,N/A
Connecting Thompson Sampling and UCB: Towards More Efficient Trade-offs Between Privacy and Regret,N/A,Connecting Thompson Sampling and UCB: Towards More Efficient Trade-offs Between Privacy and Regret,N/A,N/A
FRI 18 JUL,7:30 a.m.,Registration West,N/A,Registration
FRI 18 JUL,8:30 a.m.,Programmatic Representations for Agent Learning,N/A,Workshop
FRI 18 JUL,8:30 a.m.,3rd Workshop on High-dimensional Learning Dynamics (HiLD),N/A,Workshop
FRI 18 JUL,8:30 a.m.,2nd Workshop on Models of Human Feedback for AI Alignment (MoFA),N/A,Workshop
FRI 18 JUL,8:30 a.m.,"Multi-Agent Systems in the Era of Foundation Models: Opportunities, Challenges and Futures",N/A,Workshop
FRI 18 JUL,8:30 a.m.,Machine Unlearning for Generative AI,N/A,Workshop
FRI 18 JUL,8:30 a.m.,Tiny Titans: The next wave of On-Device Learning for Foundation Models (TTODLer-FM),N/A,Workshop
FRI 18 JUL,8:30 a.m.,Scaling Up Intervention Models,N/A,Workshop
FRI 18 JUL,8:30 a.m.,Machine Learning for Wireless Communication and Networks (ML4Wireless),N/A,Workshop
FRI 18 JUL,8:30 a.m.,Assessing World Models: Methods and Metrics for Evaluating Understanding,N/A,Workshop
FRI 18 JUL,8:30 a.m.,2nd Generative AI for Biology Workshop,N/A,Workshop
FRI 18 JUL,8:30 a.m.,CODEML: Championing Open-source DEvelopment in Machine Learning,N/A,Workshop
FRI 18 JUL,8:30 a.m.,2nd Workshop on Test-Time Adaptation: Putting Updates to the Test (PUT),N/A,Workshop
FRI 18 JUL,8:30 a.m.,ICML 2025 Workshop on Collaborative and Federated Agentic Workflows (CFAgentic @ ICML'25),N/A,Workshop
FRI 18 JUL,8:30 a.m.,Actionable Interpretability,N/A,Workshop
FRI 18 JUL,8:30 a.m.,Workshop on Technical AI Governance,N/A,Workshop
FRI 18 JUL,8:30 a.m.,DataWorld: Unifying data curation frameworks across domains,N/A,Workshop
FRI 18 JUL,8:30 a.m.,ES-FoMo III: 3rd Workshop on Efficient Systems for Foundation Models,N/A,Workshop
FRI 18 JUL,8:30 a.m.,The Second Workshop on Long-Context Foundation Models,N/A,Workshop
SAT 19 JUL,7:30 a.m.,Registration West,N/A,Registration
SAT 19 JUL,8:30 a.m.,TerraBytes: Towards global datasets and models for Earth Observation,N/A,Workshop
SAT 19 JUL,8:30 a.m.,"DIG-BUGS: Data in Generative Models (The Bad, the Ugly, and the Greats)",N/A,Workshop
SAT 19 JUL,8:30 a.m.,Exploration in AI Today (EXAIT),N/A,Workshop
SAT 19 JUL,8:30 a.m.,Workshop on Multi-modal Foundation Models and Large Language Models for Life Sciences,N/A,Workshop
SAT 19 JUL,8:30 a.m.,Workshop on Computer Use Agents,N/A,Workshop
SAT 19 JUL,8:30 a.m.,ICML 2025 Workshop on Collaborative and Federated Agentic Workflows (CFAgentic @ ICML'25),N/A,Workshop
SAT 19 JUL,8:30 a.m.,Actionable Interpretability,N/A,Workshop
SAT 19 JUL,8:30 a.m.,Workshop on Technical AI Governance,N/A,Workshop
SAT 19 JUL,8:30 a.m.,DataWorld: Unifying data curation frameworks across domains,N/A,Workshop
SAT 19 JUL,8:30 a.m.,ES-FoMo III: 3rd Workshop on Efficient Systems for Foundation Models,N/A,Workshop
SAT 19 JUL,8:30 a.m.,The Second Workshop on Long-Context Foundation Models,N/A,Workshop
SAT 19 JUL,8:30 a.m.,The 2nd Workshop on Reliable and Responsible Foundation Models,N/A,Workshop
SAT 19 JUL,8:30 a.m.,AI Heard That! ICML 2025 Workshop on Machine Learning for Audio,N/A,Workshop
SAT 19 JUL,8:30 a.m.,Methods and Opportunities at Small Scale (MOSS),N/A,Workshop
SAT 19 JUL,8:30 a.m.,Building Physically Plausible World Models,N/A,Workshop
SAT 19 JUL,8:30 a.m.,The Impact of Memorization on Trustworthy Foundation Models,N/A,Workshop
ends 1:30 PM,1 p.m.,Town Hall,N/A,Town Hall
ends 2:00 PM,N/A,Hosted Grab and Go Lunch,N/A,Break
ends 3:00 PM,2 p.m.,Closing the Loop: Machine Learning for Optimization and Discovery,Andreas Krause,Invited Talk
ends 4:30 PM,3:30,EmbodiedBench: Comprehensive Benchmarking Multi-modal Large Language Models for Vision-Driven Embodied Agents,N/A,Oral
ends 4:30 PM,3:45,SWE-Lancer: Can Frontier LLMs Earn $1 Million from Real-World Freelance Software Engineering?,N/A,Oral
ends 4:30 PM,4:00,CodeIO: Condensing Reasoning Patterns via Code Input-Output Prediction,N/A,Oral
ends 4:30 PM,4:15,ITBench: Evaluating AI Agents across Diverse Real-World IT Automation Tasks,N/A,Oral
ends 4:30 PM,3:30,Retrieval-Augmented Perception: High-resolution Image Perception Meets Visual RAG,N/A,Oral
ends 4:30 PM,3:45,AutoGFM: Automated Graph Foundation Model with Adaptive Architecture Customization,N/A,Oral
ends 4:30 PM,4:00,Normalizing Flows are Capable Generative Models,N/A,Oral
ends 4:30 PM,4:15,In-Context Denoising with One-Layer Transformers: Connections between Attention and Associative Memory Retrieval,N/A,Oral
ends 4:30 PM,3:30,Learning dynamics in linear recurrent neural networks,N/A,Oral
ends 4:30 PM,3:45,LoRA Training Provably Converges to a Low-Rank Global Minimum Or It Fails Loudly (But it Probably Won't Fail),N/A,Oral
ends 4:30 PM,4:00,"LoRA-One: One-Step Full Gradient Could Suffice for Fine-Tuning Large Language Models, Provably and Efficiently",N/A,Oral
ends 4:30 PM,4:15,Implicit Regularization for Tubal Tensor Factorizations via Gradient Descent,N/A,Oral
ends 4:30 PM,3:30,On Path to Multimodal Generalist: General-Level and General-Bench,N/A,Oral
ends 4:30 PM,3:45,What Limits Virtual Agent Application? OmniBench: A Scalable Multi-Dimensional Benchmark for Essential Virtual Agent Capabilities,N/A,Oral
ends 4:30 PM,4:00,How Do Large Language Monkeys Get Their Power (Laws)?,N/A,Oral
ends 4:30 PM,4:15,Suitability Filter: A Statistical Framework for Classifier Evaluation in Real-World Deployment Settings,N/A,Oral
ends 5:30 PM,4:30,Coffee Break,N/A,Break
ends 7:00 PM,4:30,Understanding the difficulties of posterior predictive estimation,N/A,Poster Session
ends 7:00 PM,4:30,Deep Bayesian Filter for Bayes-Faithful Data Assimilation,N/A,Poster Session
ends 7:00 PM,4:30,Splitting & Integrating: Out-of-Distribution Detection via Adversarial Gradient Attribution,N/A,Poster Session
ends 7:00 PM,4:30,Low-Rank Adapting Models for Sparse Autoencoders,N/A,Poster Session
ends 7:00 PM,4:30,B-score: Detecting biases in large language models using response history,N/A,Poster Session
ends 7:00 PM,4:30,How Do Transformers Learn Variable Binding in Symbolic Programs?,N/A,Poster Session
ends 7:00 PM,4:30,Towards flexible perception with visual memory,N/A,Poster Session
ends 7:00 PM,4:30,InfoCons: Identifying Interpretable Critical Concepts in Point Clouds via Information Theory,N/A,Poster Session
ends 7:00 PM,4:30,SAE-V: Interpreting Multimodal Models for Enhanced Alignment,N/A,Poster Session
ends 7:00 PM,4:30,CoDy: Counterfactual Explainers for Dynamic Graphs,N/A,Poster Session
ends 7:00 PM,4:30,Weight matrices compression based on PDB model in deep neural networks,N/A,Poster Session
ends 7:00 PM,4:30,Solving Linear-Gaussian Bayesian Inverse Problems with Decoupled Diffusion Sequential Monte Carlo,N/A,Poster Session
ends 7:00 PM,4:30,Annealing Flow Generative Models Towards Sampling High-Dimensional and Multi-Modal Distributions,N/A,Poster Session
ends 7:00 PM,4:30,Parallel Simulation for Log-concave Sampling and Score-based Diffusion Models,N/A,Poster Session
ends 7:00 PM,4:30,Sampling from Binary Quadratic Distributions via Stochastic Localization,N/A,Poster Session
ends 7:00 PM,4:30,Enabling Optimal Decisions in Rehearsal Learning under CARE Condition,N/A,Poster Session
ends 7:00 PM,4:30,Trajectory Inference with Smooth Schrödinger Bridges,N/A,Poster Session
ends 7:00 PM,4:30,Neighbour-Driven Gaussian Process Variational Autoencoders for Scalable Structured Latent Modelling,N/A,Poster Session
ends 7:00 PM,4:30,Optimal Sensor Scheduling and Selection for Continuous-Discrete Kalman Filtering with Auxiliary Dynamics,N/A,Poster Session
ends 7:00 PM,4:30,Posterior Inference with Diffusion Models for High-dimensional Black-box Optimization,N/A,Poster Session
ends 7:00 PM,4:30,Generalized Category Discovery via Reciprocal Learning and Class-Wise Distribution Regularization,N/A,Poster Session
ends 7:00 PM,4:30,Unsupervised Learning for Class Distribution Mismatch,N/A,Poster Session
ends 7:00 PM,4:30,Learning Dynamics under Environmental Constraints via Measurement-Induced Bundle Structures,N/A,Poster Session
ends 7:00 PM,4:30,Online Differentially Private Conformal Prediction for Uncertainty Quantification,N/A,Poster Session
ends 7:00 PM,4:30,Large Continual Instruction Assistant,N/A,Poster Session
ends 7:00 PM,4:30,On the Diversity of Adversarial Ensemble Learning,N/A,Poster Session
ends 7:00 PM,4:30,Efficient Bisection Projection to Ensure Neural-Network Solution Feasibility for Optimization over General Set,N/A,Poster Session
ends 7:00 PM,4:30,Probabilistic Group Mask Guided Discrete Optimization for Incremental Learning,N/A,Poster Session
ends 7:00 PM,4:30,Learning from True-False Labels via Multi-modal Prompt Retrieving,N/A,Poster Session
ends 7:00 PM,4:30,Random Policy Evaluation Uncovers Policies of Generative Flow Networks,N/A,Poster Session
ends 7:00 PM,4:30,Towards the Efficient Inference by Incorporating Automated Computational Phenotypes under Covariate Shift,N/A,Poster Session
ends 7:00 PM,4:30,Socialized Coevolution: Advancing a Better World through Cross-Task Collaboration,N/A,Poster Session
ends 7:00 PM,4:30,Upweighting Easy Samples in Fine-Tuning Mitigates Forgetting,N/A,Poster Session
ends 7:00 PM,4:30,Fast and Robust: Task Sampling with Posterior and Diversity Synergies for Adaptive Decision-Makers in Randomized Environments,N/A,Poster Session
ends 7:00 PM,4:30,Modeling Multi-Task Model Merging as Adaptive Projective Gradient Descent,N/A,Poster Session
ends 7:00 PM,4:30,BSLoRA: Enhancing the Parameter Efficiency of LoRA with Intra-Layer and Inter-Layer Sharing,N/A,Poster Session
ends 7:00 PM,4:30,WeGeFT: Weight‑Generative Fine‑Tuning for Multi‑Faceted Efficient Adaptation of Large Models,N/A,Poster Session
ends 7:00 PM,4:30,Self-Bootstrapping for Versatile Test-Time Adaptation,N/A,Poster Session
ends 7:00 PM,4:30,Self-Disentanglement and Re-Composition for Cross-Domain Few-Shot Segmentation,N/A,Poster Session
ends 7:00 PM,4:30,Sparse Causal Discovery with Generative Intervention for Unsupervised Graph Domain Adaptation,N/A,Poster Session
ends 7:00 PM,4:30,Improving Multi-Class Calibration through Normalization-Aware Isotonic Techniques,N/A,Poster Session
