title,date,time,end_time,speaker,session_type,url,abstract
Scaling Up Liquid-Resistance Liquid-Capacitance Networks for Efficient Sequence Modeling,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119140,
Better Training Data Attribution via Better Inverse Hessian-Vector Products,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119714,
AuroRA: Breaking Low-Rank Bottleneck of LoRA with Nonlinear Mapping,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120116,
Attention with Trained Embeddings Provably Selects Important Tokens,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115185,
Approximation theory for 1-Lipschitz ResNets,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115741,
A Theoretical Framework for Grokking: Interpolation followed by Riemannian Norm Minimisation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116559,
Metric Automata Theory: A Unifying Theory of RNNs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117406,
Beyond Benign Overfitting in Nadaraya-Watson Interpolators,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117494,
Learning Orthogonal Multi-Index Models: A Fine-Grained Information Exponent Analysis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117736,
Shortcut Features as Top Eigenfunctions of NTK: A Linear Neural Network Case and More,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117842,
On Linear Mode Connectivity of Mixture-of-Experts Architectures,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118035,
Neural Thermodynamics: Entropic Forces in Deep and Universal Representation Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118220,
The Computational Complexity of Counting Linear Regions in ReLU Neural Networks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118366,
Generalized Linear Mode Connectivity for Transformers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118594,
Think or Not? Selective Reasoning via Reinforcement Learning for Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115882,
Beyond Token Probes: Hallucination Detection via Activation Tensors with ACT-ViT,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117279,
DISCO: Disentangled Communication Steering for Large Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117122,
Gompertz Linear Units: Leveraging Asymmetry for Enhanced Learning Dynamics,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117026,
Uni-LoRA: One Vector is All You Need,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116600,
Value-Guided KV Compression for LLMs via Approximated CUR Decomposition,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116352,
Robust Hyperbolic Learning with Curvature-Aware Optimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116292,
Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115713,
LongMagpie: A Self-synthesis Method for Generating Large-scale Long-context Instructions,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115545,
Learning to Focus: Causal Attention Distillation via Gradient‐Guided Token Pruning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115296,
DREAM: Drafting with Refined Target Features and Entropy-Adaptive Cross-Attention Fusion for Multimodal Speculative Decoding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/136216,
Introducing FOReCAst: The Future Outcome Reasoning and Confidence Assessment Benchmark,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121818,
UltraVideo: High-Quality UHD Video Dataset with Comprehensive Captions,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121373,
LD-RoViS: Training-free Robust Video Steganography for Deterministic Latent Diffusion Model,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/136214,
One Stone with Two Birds: A Null-Text-Null Frequency-Aware Diffusion Models for Text-Guided Image Inpainting,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119863,
ViewCraft3D: High-fidelity and View-Consistent 3D Vector Graphics Synthesis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119843,
Advanced Sign Language Video Generation with Compressed and Quantized Multi-Condition Tokenization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119805,
InvFusion: Bridging Supervised and Zero-shot Diffusion for Inverse Problems,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119745,
RoPECraft: Training-Free Motion Transfer with Trajectory-Guided RoPE Optimization on Diffusion Transformers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119588,
OmniSync: Towards Universal Lip Synchronization via Diffusion Transformers,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119534,
Latent Refinement via Flow Matching for Training-free Linear Inverse Problem Solving,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119304,
Adaptive Stochastic Coefficients for Accelerating Diffusion Sampling,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119065,
COGNAC: Cooperative Graph-based Networked Agent Challenges for Multi-Agent Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121486,
Adv-SSL: Adversarial Self-Supervised Representation Learning with Theoretical Guarantees,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117299,
Solving Continuous Mean Field Games: Deep Reinforcement Learning for Non-Stationary Dynamics,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118686,
Evaluating LLMs in Open-Source Games,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117539,
Online Mixture of Experts: No-Regret Learning for Optimal Collective Decision-Making,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117331,
Regret Lower Bounds for Decentralized Multi-Agent Stochastic Shortest Path Problems,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116301,
Multi-SWE-bench: A Multilingual Benchmark for Issue Resolving,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121692,
Gymnasium: A Standard Interface for Reinforcement Learning Environments,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121446,
MTRec: Learning to Align with User Preferences via Mental Reward Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120197,
VORTA: Efficient Video Diffusion via Routing Sparse Attention,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116733,
GoT: Unleashing Reasoning Capability of MLLM for Visual Generation and Editing,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116945,
Free-Lunch Color-Texture Disentanglement for Stylized Image Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116962,
Learning Diffusion Models with Flexible Representation Guidance,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117107,
Understand Before You Generate: Self-Guided Training for Autoregressive Image Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117379,
"FreeControl: Efficient, Training-Free Structural Control via One-Step Attention Extraction",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117465,
Shallow Diffuse: Robust and Invisible Watermarking through Low-Dim Subspaces in Diffusion Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117661,
X-Scene: Large-Scale Driving Scene Generation with High Fidelity and Flexible Controllability,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118117,
Controllable Human-centric Keyframe Interpolation with Generative Prior,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118268,
Luminance-Aware Statistical Quantization: Unsupervised Hierarchical Learning for Illumination Enhancement,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118433,
A Finite Sample Analysis of Distributional TD Learning with Linear Function Approximation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120107,
WarpGAN: Warping-Guided 3D GAN Inversion with Style-Based Novel View Inpainting,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118449,
Robust Label Proportions Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119434,
Automaton Constrained Q-Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119224,
STAR: Efficient Preference-based Reinforcement Learning via Dual Regularization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119159,
A Closed-Form Solution for Fast and Reliable Adaptive Testing,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/133970,
Reinforcement Learning for Reasoning in Large Language Models with One Training Example,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118838,
Ground-Compose-Reinforce: Grounding Language in Agentic Behaviours using Limited Data,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118635,
CAR-Flow: Condition-Aware Reparameterization Aligns Source and Target for Better Flow Matching,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116543,
Degradation-Aware Dynamic Schrödinger Bridge for Unpaired Image Restoration,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116477,
HairFree: Compositional 2D Head Prior for Text-Driven 360° Bald Texture Synthesis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116448,
DisMo: Disentangled Motion Representations for Open-World Motion Transfer,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116434,
AR-RAG: Autoregressive Retrieval Augmentation for Image Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116365,
Wan-Move: Motion-controllable Video Generation via Latent Trajectory Guidance,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116293,
VTON-VLLM: Aligning Virtual Try-On Models with Human Preferences,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116251,
Frame In-N-Out: Unbounded Controllable Image-to-Video Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116106,
Flow-GRPO: Training Flow Matching Models via Online RL,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116065,
Safe-Sora: Safe Text-to-Video Generation via Graphical Watermarking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115956,
Speculative Jacobi-Denoising Decoding for Accelerating Autoregressive Text-to-image Generation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115190,
DreamLight: Towards Harmonious and Consistent Image Relighting,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115189,
Gaussian-Augmented Physics Simulation and System Identification with Complex Colliders,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116607,
U-CAN: Unsupervised Point Cloud Denoising with Consistency-Aware Noise2Noise Matching,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116646,
"Reconstruct, Inpaint, Test-Time Finetune: Dynamic Novel-view Synthesis from Monocular Videos",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117239,
OptiScene: LLM-driven Indoor Scene Layout Generation via Scaled Human-aligned Data Synthesis and Multi-Stage Preference Optimization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117323,
1000+ FPS 4D Gaussian Splatting for Dynamic Scene Rendering,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117408,
TAPIP3D: Tracking Any Point in Persistent 3D Geometry,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117634,
Reframing Gaussian Splatting Densification with Complexity-Density Consistency of Primitives,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117695,
Plenodium: Underwater 3D Scene Reconstruction with Plenoptic Medium Representation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117833,
Spiral: Semantic-Aware Progressive LiDAR Scene Generation and Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117899,
4DGCPro: Efficient Hierarchical 4D Gaussian Compression for Progressive Volumetric Video Streaming,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118452,
GuideFlow3D: Optimization-Guided Rectified Flow For Appearance Transfer,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118755,
MaterialRefGS: Reflective Gaussian Splatting with Multi-view Consistent Material Inference,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118850,
Optimized Minimal 3D Gaussian Splatting,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118972,
GSRF: Complex-Valued 3D Gaussian Splatting for Efficient Radio-Frequency Data Synthesis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119166,
MVSMamba: Multi-View Stereo with State Space Model,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119225,
EGGS: Exchangeable 2D/3D Gaussian Splatting for Geometry-Appearance Balanced Novel View Synthesis,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120173,
MoGe-2: Accurate Monocular Geometry with Metric Scale and Sharp Details,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120258,
NerfBaselines: Consistent and Reproducible Evaluation of Novel View Synthesis Methods,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121436,
HouseLayout3D: A Benchmark and Training-free Baseline for 3D Layout Estimation in the Wild,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121834,
InternScenes: A Large-scale Simulatable Indoor Scene Dataset with Realistic Layouts,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121859,
SAP: Exact Sorting in Splatting via Screen-Aligned Primitives,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116223,
ViDAR: Video Diffusion-Aware 4D Reconstruction From Monocular Inputs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116216,
Learning Temporal 3D Semantic Scene Completion via Optical Flow Guidance,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116145,
Jamais Vu: Exposing the Generalization Gap in Supervised Semantic Correspondence,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115832,
Point-MaDi: Masked Autoencoding with Diffusion for Point Cloud Pre-training,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115683,
Mesh-RFT: Enhancing Mesh Generation via Fine-grained Reinforcement Fine-Tuning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115575,
Temporal Smoothness-Aware Rate-Distortion Optimized 4D Gaussian Splatting,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115526,
PLD: A Choice-Theoretic List-Wise Knowledge Distillation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120213,
MLLM-ISU: The First-Ever Comprehensive Benchmark for Multimodal Large Language Models based Intrusion Scene Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121848,
RGB-to-Polarization Estimation: A New Task and Benchmark Study,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121777,
FlySearch: Exploring how vision-language models explore,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121733,
Can Large Language Models Help Multimodal Language Analysis? MMLA: A Comprehensive Benchmark,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121723,
"RTV-Bench: Benchmarking MLLM Continuous Perception, Understanding and Reasoning through Real-Time Video",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121690,
THUNDER: Tile-level Histopathology image UNDERstanding benchmark,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121557,
Two Causally Related Needles in a Video Haystack,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121468,
RSCC: A Large-Scale Remote Sensing Change Caption Dataset for Disaster Events,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121378,
VimoRAG: Video-based Retrieval-augmented 3D Motion Generation for Motion Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120298,
Grounded Reinforcement Learning for Visual Reasoning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120218,
DeepVideo-R1: Video Reinforcement Fine-Tuning via Difficulty-aware Regressive GRPO,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120134,
FastVID: Dynamic Density Pruning for Fast Video Large Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120084,
NormFit: A Lightweight Solution for Few-Shot Federated Learning with Non-IID Data,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118560,
HMVLM:Human Motion-Vision-Language Model via MoE LoRA,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118923,
Universal Video Temporal Grounding with Generative Multi-modal Large Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119042,
Conditional Representation Learning for Customized Tasks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119073,
"VLM-R³: Region Recognition, Reasoning, and Refinement for Enhanced Multimodal Chain-of-Thought",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119135,
FedMGP: Personalized Federated Learning with Multi-Group Text-Visual Prompts,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119165,
DOVTrack: Data-Efficient Open-Vocabulary Tracking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119227,
MAGNET: A Multi-agent Framework for Finding Audio-Visual Needles by Reasoning over Multi-Video Haystacks,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119257,
Mitigating Intra- and Inter-modal Forgetting in Continual Learning of Unified Multimodal Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119308,
Neighborhood Self-Dissimilarity Attention for Medical Image Segmentation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/136211,
BTL-UI: Blink-Think-Link Reasoning Model for GUI Agent,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119419,
Discovering Compositional Hallucinations in LVLMs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119442,
The Dual Nature of Plasticity Loss in Deep Continual Learning: Dissection and Mitigation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115378,
StreamForest: Efficient Online Video Understanding with Persistent Event Memory,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119513,
Instance-Level Composed Image Retrieval,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119710,
Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119777,
Personalized Visual Content Generation in Conversational Systems,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119795,
RESAnything: Attribute Prompting for Arbitrary Referring Segmentation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119834,
DP²O-SR: Direct Perceptual Preference Optimization for Real-World Image Super-Resolution,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119975,
VLM in a flash: I/O-Efficient Sparsification of Vision-Language Model via Neuron Chunking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119987,
"Seeing Sound, Hearing Sight: Uncovering Modality Bias and Conflict of AI models in Sound Localization",FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118212,
Rethinking Multimodal Learning from the Perspective of Mitigating Classification Ability Disproportion,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118166,
Uncertainty-quantified Rollout Policy Adaptation for Unlabelled Cross-domain Video Temporal Grounding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118007,
Projection-Manifold Regularized Latent Diffusion for Robust General Image Fusion,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117987,
Unified Multimodal Chain-of-Thought Reward Model through Reinforcement Fine-Tuning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117965,
CAT: Content-Adaptive Image Tokenization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117055,
ΔEnergy: Optimizing Energy Change During Vision-Language Alignment Improves both OOD Detection and OOD Generalization,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116579,
STAR: Spatial-Temporal Tracklet Matching for Multi-Object Tracking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116808,
Availability-aware Sensor Fusion via Unified Canonical Space,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116801,
DGSolver: Diffusion Generalist Solver with Universal Posterior Sampling for Image Restoration,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116716,
Training-free Online Video Step Grounding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116701,
Directed-Tokens: A Robust Multi-Modality Alignment Approach to Large Language-Vision Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116581,
MokA: Multimodal Low-Rank Adaptation for MLLMs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116047,
Automated Model Discovery via Multi-modal & Multi-step Pipeline,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115887,
REN: Fast and Efficient Region Encodings from Patch-Based Image Encoders,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115859,
Too Late to Recall: Explaining the Two-Hop Problem in Multimodal Knowledge Retrieval,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115850,
Struct2D: A Perception-Guided Framework for Spatial Reasoning in MLLMs,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115762,
QSVD: Efficient Low-rank Approximation for Unified Query-Key-Value Weight Compression in Low-Precision Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115710,
VisualQuality-R1: Reasoning-Induced Image Quality Assessment via Reinforcement Learning to Rank,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115506,
Hallucination at a Glance: Controlled Visual Edits and Fine-Grained Multimodal Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115500,
Long-Tailed Recognition via Information-Preservable Two-Stage Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117785,
State Space Prompting via Gathering and Spreading Spatio-Temporal Information for Video Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117910,
Reading Recognition in the Wild,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117940,
T-norm Selection for Object Detection in Autonomous Driving with Logical Constraints,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118091,
LabelAny3D: Label Any Object 3D in the Wild,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118172,
Consistent Supervised-Unsupervised Alignment for Generalized Category Discovery,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118414,
Rising from Ashes: Generalized Federated Learning via Dynamic Parameter Reset,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118105,
AdaVideoRAG: Omni-Contextual Adaptive Retrieval-Augmented Efficient Long Video Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119056,
MLEP: Multi-granularity Local Entropy Patterns for Generalized AI-generated Image Detection,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119336,
Visual Anagrams Reveal Hidden Differences in Holistic Shape Processing Across Vision Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119428,
Is This Tracker On? A Benchmark Protocol for Dynamic Tracking,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121575,
The Illusion of Progress? A Critical Look at Test-Time Adaptation for Vision-Language Models,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121767,
FineRS: Fine-grained Reasoning and Segmentation of Small Objects with Reinforcement Learning,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115465,
Cyclic Counterfactuals under Shift–Scale Interventions,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116882,
Robust Ego-Exo Correspondence with Long-Term Memory,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117412,
Gaze-VLM: Bridging Gaze and VLMs through Attention Regularization for Egocentric Understanding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120280,
Towards Robust Pseudo-Label Learning in Semantic Segmentation: An Encoding Perspective,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118845,
ViSpec: Accelerating Vision-Language Models with Vision-Aware Speculative Decoding,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115277,
EMLoC: Emulator-based Memory-efficient Fine-tuning with LoRA Correction,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115384,
LangHOPS: Language Grounded Hierarchical Open-Vocabulary Part Segmentation,FRI 5 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115443,
